-50.0,-20.0,-303.85672236937984
-49.5,-19.5,-253.61838541814626
-49.0,-19.0,-254.82235882478503
-48.5,-18.5,-383.1666552433978
-48.0,-18.0,-341.30630404672087
-47.5,-17.5,-230.87787411458027
-47.0,-17.0,-289.7778860449236
-46.5,-16.5,-283.9664344084904
-46.0,-16.0,-217.51639371449386
-45.5,-15.5,-191.1403310354575
-45.0,-15.0,-222.87481915236904
-44.5,-14.5,-252.01036481559737
-44.0,-14.0,-294.7989502758708
-43.5,-13.5,-257.0917556088439
-43.0,-13.0,-215.89322652599213
-42.5,-12.5,-259.7078617318157
-42.0,-12.0,-288.9334742109339
-41.5,-11.5,-275.603383074156
-41.0,-11.0,-220.02315124803118
-40.5,-10.5,-228.92303221891865
-40.0,-10.0,-172.6504161257934
-39.5,-9.5,-141.26778102908537
-39.0,-9.0,-198.4533354071193
-38.5,-8.5,-176.99741676113558
-38.0,-8.0,-204.787551727133
-37.5,-7.5,-165.6610580454975
-37.0,-7.0,-266.3820060544293
-36.5,-6.5,-142.92115159695948
-36.0,-6.0,-212.21768314862445
-35.5,-5.5,-179.86411343900096
-35.0,-5.0,-155.63548701013482
-34.5,-4.5,-185.0846776073884
-34.0,-4.0,-159.9795774561299
-33.5,-3.5,-159.2899710683138
-33.0,-3.0,-128.76258933405202
-32.5,-2.5,-165.56371659535262
-32.0,-2.0,-184.2536214341364
-31.5,-1.5,-108.64379892065926
-31.0,-1.0,-164.513338640473
-30.5,-0.5,-154.90719984835758
-30.0,0.0,-137.88339782527794
-29.5,0.5,-197.79833077621032
-29.0,1.0,-85.95375523244535
-28.5,1.5,-62.40719334212444
-28.0,2.0,-125.5471383130086
-27.5,2.5,-128.00566598666177
-27.0,3.0,-136.15340826937555
-26.5,3.5,-168.11110187556403
-26.0,4.0,-111.09153552632365
-25.5,4.5,-97.74875121246703
-25.0,5.0,-109.9109206210184
-24.5,5.5,-104.03206353885393
-24.0,6.0,-106.33032569560389
-23.5,6.5,-59.584403186618886
-23.0,7.0,-99.11553504209554
-22.5,7.5,-80.54416404358763
-22.0,8.0,-69.5765377855704
-21.5,8.5,-90.81413936250235
-21.0,9.0,-100.39420404487083
-20.5,9.5,-69.62022596103306
-20.0,10.0,-76.13167656892604
-19.5,10.5,-49.72277148203928
-19.0,11.0,-57.97763908218579
-18.5,11.5,-50.71954957319767
-18.0,12.0,-57.87551132493963
-17.5,12.5,-50.65037847480512
-17.0,13.0,-44.11581149931171
-16.5,13.5,-66.05287923052406
-16.0,14.0,-47.98518107016661
-15.5,14.5,-53.18560954415482
-15.0,15.0,-48.077321282010935
-14.5,15.5,-44.465605551912866
-14.0,16.0,-20.327552254048697
-13.5,16.5,-35.57942408215891
-13.0,17.0,-29.114464300743798
-12.5,17.5,-27.698935621487752
-12.0,18.0,-22.050773504790175
-11.5,18.5,-12.424113690494144
-11.0,19.0,-11.038605848049198
-10.5,19.5,-6.854963911667783
-10.0,20.0,-5.490813852388945
-9.5,20.5,-0.740271379280967
-9.0,21.0,1.3521220540012717
-8.5,21.5,3.6530497317280948
-8.0,22.0,7.657099113075236
-7.5,22.5,14.05790559020372
-7.0,23.0,15.948098787679598
-6.5,23.5,16.55417187864802
-6.0,24.0,14.655208849854143
-5.5,24.5,21.90699076747814
-5.0,25.0,24.85595744887062
-4.5,25.5,28.888632810377327
-4.0,26.0,41.544169610824184
-3.5,26.5,25.747471058925676
-3.0,27.0,26.32540199911098
-2.5,27.5,45.7745018072914
-2.0,28.0,42.00819717313094
-1.5,28.5,46.897286624484195
-1.0,29.0,41.11420539198269
-0.5,29.5,53.44849155926525
0.0,30.0,59.90842407746707
0.5,30.5,66.73547374047213
1.0,31.0,42.69132603887257
1.5,31.5,44.99107314059923
2.0,32.0,68.69483669086479
2.5,32.5,55.5635352813389
3.0,33.0,102.75935293744566
3.5,33.5,106.8924671261917
4.0,34.0,78.97958301062106
4.5,34.5,77.99968663257346
5.0,35.0,61.41264187077584
5.5,35.5,108.5805910331915
6.0,36.0,130.10655378593205
6.5,36.5,85.93343875715108
7.0,37.0,68.17775355339916
7.5,37.5,154.20771953664894
8.0,38.0,101.19387870146215
8.5,38.5,166.81945731236385
9.0,39.0,93.04255423633434
9.5,39.5,84.77373425278213
10.0,40.0,92.55746387724464
10.5,40.5,128.5038958096569
11.0,41.0,97.2131312408128
11.5,41.5,153.4136791419699
12.0,42.0,126.73968508780722
12.5,42.5,222.7639372561399
13.0,43.0,154.95879633805276
13.5,43.5,222.3776555411024
14.0,44.0,139.98836104233604
14.5,44.5,123.57136307582945
15.0,45.0,225.95561468138422
15.5,45.5,139.73897405266698
16.0,46.0,245.3923030353963
16.5,46.5,128.3734474091611
17.0,47.0,146.25243865796196
17.5,47.5,163.324066786771
18.0,48.0,162.97063222596813
18.5,48.5,222.6896183353557
19.0,49.0,205.9285366532201
19.5,49.5,220.98561510592083
